scientificName,n_prot_areas,mean_coverage,taxonKey,kingdom,phylum,order,class,genus,family,species,rank,includes
"Oxyura jamaicensis (Gmelin, 1789)",40,0.061707015555479715,2498305,Animalia,Chordata,Anseriformes,Aves,Oxyura,Anatidae,Oxyura jamaicensis,SPECIES,"2498305: Oxyura jamaicensis (Gmelin, 1789)"
"Chloephaga picta (Gmelin, 1789)",40,0.04031531483161096,5232428,Animalia,Chordata,Anseriformes,Aves,Chloephaga,Anatidae,Chloephaga picta,SPECIES,"5232428: Chloephaga picta (Gmelin, 1789)"
Sinapis incana L.,40,0.03426166404804011,3047620,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Sinapis,Brassicaceae,Sinapis incana,SPECIES,3050595: Hirschfeldia incana (L.) Lagr.-Foss.
Lophocolea semiteres (Lehm.) Mitt.,40,0.027815701558735972,6096602,Plantae,Marchantiophyta,Jungermanniales,Jungermanniopsida,Lophocolea,Lophocoleaceae,Lophocolea semiteres,SPECIES,6096602: Lophocolea semiteres (Lehm.) Mitt.
"Pontastacus leptodactylus (Eschscholtz, 1823)",39,0.03234481307456461,8946295,Animalia,Arthropoda,Decapoda,Malacostraca,Pontastacus,Astacidae,Pontastacus leptodactylus,SPECIES,"4417551: Astacus leptodactylus Eschscholtz, 1823 | 8946295: Pontastacus leptodactylus (Eschscholtz, 1823)"
Nigella damascena L.,39,0.028519207752792167,5371702,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Nigella,Ranunculaceae,Nigella damascena,SPECIES,5371702: Nigella damascena L.
Pontederia cordata L.,39,0.02784456100866283,2766030,Plantae,Tracheophyta,Commelinales,Liliopsida,Pontederia,Pontederiaceae,Pontederia cordata,SPECIES,2766030: Pontederia cordata L.
Geranium endressii J.Gay,39,0.019869308897823148,2890502,Plantae,Tracheophyta,Geraniales,Magnoliopsida,Geranium,Geraniaceae,Geranium endressii,SPECIES,2890502: Geranium endressii J.Gay
Vicia villosa subsp. varia (Host) Corb.,39,0.018654489405480288,2974921,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia villosa,SUBSPECIES,2974922: Vicia dasycarpa Ten. | 2974921: Vicia villosa subsp. varia (Host) Corb. | 2974925: Vicia villosa subsp. dasycarpa (Ten.) Cav. | 2974926: Vicia varia Host
Guizotia abyssinica (L.f.) Cass.,38,0.03634812348074781,8584304,Plantae,Tracheophyta,Asterales,Magnoliopsida,Guizotia,Asteraceae,Guizotia abyssinica,SPECIES,8584304: Guizotia abyssinica (L.f.) Cass.
Picea sitchensis (Bong.) Carrière,38,0.025773264211926647,5284827,Plantae,Tracheophyta,Pinales,Pinopsida,Picea,Pinaceae,Picea sitchensis,SPECIES,5284827: Picea sitchensis (Bong.) Carrière
"Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011",38,0.024959475257706455,8745918,Animalia,Mollusca,Stylommatophora,Gastropoda,Deroceras,Agriolimacidae,Deroceras invadens,SPECIES,"8745918: Deroceras invadens Reise, Hutchinson, Schunack & Schlitt, 2011"
Narcissus poeticus L.,38,0.024687495374633484,2858581,Plantae,Tracheophyta,Asparagales,Liliopsida,Narcissus,Amaryllidaceae,Narcissus poeticus,SPECIES,2858581: Narcissus poeticus L.
Phytolacca americana L.,38,0.024575234752581963,3084015,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Phytolacca,Phytolaccaceae,Phytolacca americana,SPECIES,3084015: Phytolacca americana L.
"Proasellus meridianus (Racovitza, 1919)",38,0.020514992457742635,2206086,Animalia,Arthropoda,Isopoda,Malacostraca,Proasellus,Asellidae,Proasellus meridianus,SPECIES,"2206086: Proasellus meridianus (Racovitza, 1919)"
Symphyotrichum novi-belgii (L.) G.L.Nesom,37,0.031555414256541105,3151558,Plantae,Tracheophyta,Asterales,Magnoliopsida,Symphyotrichum,Asteraceae,Symphyotrichum novi-belgii,SPECIES,3151558: Symphyotrichum novi-belgii (L.) G.L.Nesom | 5406382: Aster novi-belgii L.
Inula helenium L.,37,0.02920375063073329,3148340,Plantae,Tracheophyta,Asterales,Magnoliopsida,Inula,Asteraceae,Inula helenium,SPECIES,3148340: Inula helenium L.
Fallopia baldschuanica (Regel) Holub,37,0.027048956986629003,5334351,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Fallopia,Polygonaceae,Fallopia baldschuanica,SPECIES,5334351: Fallopia baldschuanica (Regel) Holub | 5334436: Fallopia aubertii (Louis Henry) J.Holub
Thuja plicata Donn ex D.Don,37,0.026121941859737628,2684171,Plantae,Tracheophyta,Pinales,Pinopsida,Thuja,Cupressaceae,Thuja plicata,SPECIES,2684171: Thuja plicata Donn ex D.Don
"Oncorhynchus mykiss (Walbaum, 1792)",37,0.02431279557314889,5204019,Animalia,Chordata,Salmoniformes,Actinopterygii,Oncorhynchus,Salmonidae,Oncorhynchus mykiss,SPECIES,"5204019: Oncorhynchus mykiss (Walbaum, 1792)"
"Ferrissia californica (Rowell, 1863)",37,0.023980969594625846,9520065,Animalia,Mollusca,,Gastropoda,Ferrissia,Planorbidae,Ferrissia californica,SPECIES,"2291152: Ferrissia fragilis (Tryon, 1863) | 8075198: Ferrissia wautieri (Mirolli, 1960)"
Zea mays L.,37,0.020703590900006195,5290052,Plantae,Tracheophyta,Poales,Liliopsida,Zea,Poaceae,Zea mays,SPECIES,5290052: Zea mays L.
Tragopogon dubius Scop.,36,0.04812452226204918,6443709,Plantae,Tracheophyta,Asterales,Magnoliopsida,Tragopogon,Asteraceae,Tragopogon dubius,SPECIES,5693314: Tragopogon dubius subsp. major (Jacq.) Vollmann | 6443709: Tragopogon dubius Scop.
Pinus pinaster Aiton,36,0.03387241205838631,5285565,Plantae,Tracheophyta,Pinales,Pinopsida,Pinus,Pinaceae,Pinus pinaster,SPECIES,5285565: Pinus pinaster Aiton
Pilosella piloselloides (Vill.) Soják,36,0.027760985632624666,8288930,Plantae,Tracheophyta,Asterales,Magnoliopsida,Pilosella,Asteraceae,Pilosella piloselloides,SPECIES,3135608: Hieracium piloselloides Vill.
"Dendrocygna bicolor (Vieillot, 1816)",36,0.02351778935186515,2498402,Animalia,Chordata,Anseriformes,Aves,Dendrocygna,Anatidae,Dendrocygna bicolor,SPECIES,"2498402: Dendrocygna bicolor (Vieillot, 1816)"
Bidens connata Muhl. ex Willd.,36,0.022449633633578315,5392083,Plantae,Tracheophyta,Asterales,Magnoliopsida,Bidens,Asteraceae,Bidens connata,SPECIES,5392083: Bidens connata Muhl. ex Willd.
Kerria japonica (L.) DC.,36,0.020446840857516427,5371450,Plantae,Tracheophyta,Rosales,Magnoliopsida,Kerria,Rosaceae,Kerria japonica,SPECIES,5371450: Kerria japonica (L.) DC.
Eragrostis multicaulis Steud.,36,0.01700392223154309,2705401,Plantae,Tracheophyta,Poales,Liliopsida,Eragrostis,Poaceae,Eragrostis multicaulis,SPECIES,2705401: Eragrostis multicaulis Steud. | 5940708: Eragrostis pilosa subsp. damiensiana (Bonnier) Thell.
Cynodon dactylon (L.) Pers.,36,0.016368815453912843,6109637,Plantae,Tracheophyta,Poales,Liliopsida,Cynodon,Poaceae,Cynodon dactylon,SPECIES,6109637: Cynodon dactylon (L.) Pers.
Sorbaria sorbifolia (L.) A.Braun,36,0.016266041923592958,3012089,Plantae,Tracheophyta,Rosales,Magnoliopsida,Sorbaria,Rosaceae,Sorbaria sorbifolia,SPECIES,3012089: Sorbaria sorbifolia (L.) A.Braun
Ballota nigra subsp. nigra,35,0.031665350836550046,6409536,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Ballota,Lamiaceae,Ballota nigra,SUBSPECIES,7411167: Ballota nigra subsp. meridionalis (Bég.) Bég. | 6409536: Ballota nigra subsp. nigra
Tsuga heterophylla Sarg.,35,0.030133331809737554,2687210,Plantae,Tracheophyta,Pinales,Pinopsida,Tsuga,Pinaceae,Tsuga heterophylla,SPECIES,2687210: Tsuga heterophylla Sarg.
Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.,35,0.028405891905550373,2888625,Plantae,Tracheophyta,Dipsacales,Magnoliopsida,Viburnum,Adoxaceae,Viburnum rhytidophyllum,SPECIES,2888625: Viburnum rhytidophyllum Hemsl. ex Forb. & Hemsl.
Spiraea ×billardii Hérincq,35,0.02295171776033093,7889822,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea billardii,SPECIES,3026444: Spiraea ×pseudosalicifolia Silverside | 7889822: Spiraea ×billardii Hérincq
Cornus sanguinea subsp. australis (C.A.Mey.) Jáv.,35,0.022912653358995297,3663237,Plantae,Tracheophyta,Cornales,Magnoliopsida,Cornus,Cornaceae,Cornus sanguinea,SUBSPECIES,3663237: Cornus sanguinea subsp. australis (C.A.Mey.) Jáv. | 3663151: Cornus australis C.A.Mey.
Rapistrum rugosum (L.) All.,34,0.020104812846461418,5373368,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Rapistrum,Brassicaceae,Rapistrum rugosum,SPECIES,5373368: Rapistrum rugosum (L.) All. | 5373370: Rapistrum rugosum subsp. orientale (L.) Arcang. | 5373375: Rapistrum rugosum subsp. linnaeanum Rouy & Foucaud | 5373377: Rapistrum rugosum subsp. rugosum
Atriplex micrantha Ledeb.,33,0.05230630322507114,3083680,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Atriplex,Amaranthaceae,Atriplex micrantha,SPECIES,3083680: Atriplex micrantha Ledeb.
"Vespa velutina Lepeletier, 1836",33,0.04278445346406856,1311477,Animalia,Arthropoda,Hymenoptera,Insecta,Vespa,Vespidae,Vespa velutina,SPECIES,"1311477: Vespa velutina Lepeletier, 1836 | 6247411: Vespa velutina nigrithorax Buysson, 1905"
"Pelecanus onocrotalus Linnaeus, 1758",33,0.04259806432876266,2480350,Animalia,Chordata,Pelecaniformes,Aves,Pelecanus,Pelecanidae,Pelecanus onocrotalus,SPECIES,"2480350: Pelecanus onocrotalus Linnaeus, 1758"
"Anas bahamensis Linnaeus, 1758",33,0.03574561553373943,2498090,Animalia,Chordata,Anseriformes,Aves,Anas,Anatidae,Anas bahamensis,SPECIES,"2498090: Anas bahamensis Linnaeus, 1758"
"Eriocheir sinensis H.Milne Edwards, 1853",33,0.03444130375042616,2225776,Animalia,Arthropoda,Decapoda,Malacostraca,Eriocheir,Varunidae,Eriocheir sinensis,SPECIES,"2225776: Eriocheir sinensis H.Milne Edwards, 1853"
Cotoneaster rehderi Pojark.,33,0.027915537878576615,3026160,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster rehderi,SPECIES,3026160: Cotoneaster rehderi Pojark.
Abies alba Mill.,33,0.027255647005166788,2685484,Plantae,Tracheophyta,Pinales,Pinopsida,Abies,Pinaceae,Abies alba,SPECIES,2685484: Abies alba Mill.
"Ambigolimax valentianus (A.Férussac, 1821)",33,0.02648699649173665,8014163,Animalia,Mollusca,Stylommatophora,Gastropoda,Ambigolimax,Limacidae,Ambigolimax valentianus,SPECIES,"5190784: Lehmannia valentiana (A.Férussac, 1822)"
Anthoxanthum aristatum Boiss.,33,0.02499711507935389,2705972,Plantae,Tracheophyta,Poales,Liliopsida,Anthoxanthum,Poaceae,Anthoxanthum aristatum,SPECIES,2705972: Anthoxanthum aristatum Boiss. | 2705974: Anthoxanthum puelii Lecoq & Lamotte | 5945456: Anthoxanthum aristatum var. laxiflorum Chaub. ex St.-Amans
Lavandula angustifolia Mill.,33,0.024528806363048748,2927305,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Lavandula,Lamiaceae,Lavandula angustifolia,SPECIES,2927305: Lavandula angustifolia Mill.
Setaria verticillata var. verticillata,33,0.02440422840273438,7226776,Plantae,Tracheophyta,Poales,Liliopsida,Setaria,Poaceae,Setaria verticillata,VARIETY,7226776: Setaria verticillata var. verticillata
Yucca gloriosa L.,33,0.023162818119407572,2775619,Plantae,Tracheophyta,Asparagales,Liliopsida,Yucca,Asparagaceae,Yucca gloriosa,SPECIES,2775619: Yucca gloriosa L. | 2775653: Yucca gloriosa var. recurvifolia (Salisb.) Engelm.
Vicia villosa subsp. villosa,33,0.019811240571952164,7225471,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia villosa,SUBSPECIES,7225471: Vicia villosa subsp. villosa
Aucuba japonica Thunb.,32,0.02402677561717163,3033077,Plantae,Tracheophyta,Garryales,Magnoliopsida,Aucuba,Garryaceae,Aucuba japonica,SPECIES,3033077: Aucuba japonica Thunb.
Arabidopsis arenosa subsp. arenosa,32,0.02183300567024944,7068732,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Arabidopsis,Brassicaceae,Arabidopsis arenosa,SUBSPECIES,7292249: Cardaminopsis arenosa subsp. arenosa | 3052513: Cardaminopsis arenosa (L.) Hayek | 5377115: Arabis arenosa (L.) Scop. | 7068732: Arabidopsis arenosa subsp. arenosa
Tellima grandiflora (Pursh) Douglas ex Lindl.,32,0.017833202043459603,3032698,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Tellima,Saxifragaceae,Tellima grandiflora,SPECIES,3032698: Tellima grandiflora (Pursh) Douglas ex Lindl.
Polemonium caeruleum L.,31,0.03674942534424331,2927850,Plantae,Tracheophyta,Ericales,Magnoliopsida,Polemonium,Polemoniaceae,Polemonium caeruleum,SPECIES,2927850: Polemonium caeruleum L.
Rubus armeniacus Focke,31,0.02642989076827851,2996525,Plantae,Tracheophyta,Rosales,Magnoliopsida,Rubus,Rosaceae,Rubus armeniacus,SPECIES,2996525: Rubus armeniacus Focke
Acer saccharinum L.,31,0.02298955353434395,3189837,Plantae,Tracheophyta,Sapindales,Magnoliopsida,Acer,Sapindaceae,Acer saccharinum,SPECIES,3189837: Acer saccharinum L.
Erigeron karvinskianus DC.,31,0.019457573333708563,3147168,Plantae,Tracheophyta,Asterales,Magnoliopsida,Erigeron,Asteraceae,Erigeron karvinskianus,SPECIES,3147168: Erigeron karvinskianus DC.
Hemerocallis fulva L.,31,0.019132514228656562,2781074,Plantae,Tracheophyta,Asparagales,Liliopsida,Hemerocallis,Asphodelaceae,Hemerocallis fulva,SPECIES,2781074: Hemerocallis fulva L.
Ribes alpinum L.,30,0.04412653838479627,2986184,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Ribes,Grossulariaceae,Ribes alpinum,SPECIES,2986184: Ribes alpinum L.
Vitis vinifera L.,30,0.02092722727798004,5372392,Plantae,Tracheophyta,Vitales,Magnoliopsida,Vitis,Vitaceae,Vitis vinifera,SPECIES,5372392: Vitis vinifera L. | 7222053: Vitis vinifera subsp. vinifera
Abutilon theophrasti Medik.,30,0.020299703245559825,3152614,Plantae,Tracheophyta,Malvales,Magnoliopsida,Abutilon,Malvaceae,Abutilon theophrasti,SPECIES,3152614: Abutilon theophrasti Medik.
"Chenonetta jubata (Latham, 1802)",30,0.01952683085327942,2498046,Animalia,Chordata,Anseriformes,Aves,Chenonetta,Anatidae,Chenonetta jubata,SPECIES,"2498046: Chenonetta jubata (Latham, 1802)"
Claytonia sibirica L.,30,0.017902463339738942,3084742,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Claytonia,Montiaceae,Claytonia sibirica,SPECIES,3084742: Claytonia sibirica L.
"Parabuteo unicinctus (Temminck, 1824)",30,0.015531274145521825,2480410,Animalia,Chordata,Accipitriformes,Aves,Parabuteo,Accipitridae,Parabuteo unicinctus,SPECIES,"2480410: Parabuteo unicinctus (Temminck, 1824)"
Cyperus eragrostis Lam.,30,0.015363333244540922,2715482,Plantae,Tracheophyta,Poales,Liliopsida,Cyperus,Cyperaceae,Cyperus eragrostis,SPECIES,2715482: Cyperus eragrostis Lam.
Panicum dichotomiflorum Michx.,30,0.015223793054342868,2705144,Plantae,Tracheophyta,Poales,Liliopsida,Panicum,Poaceae,Panicum dichotomiflorum,SPECIES,2705144: Panicum dichotomiflorum Michx. | 8357651: Panicum chloroticum Nees ex Trin.
Campanula portenschlagiana Roem. & Schult.,29,0.046488928752355975,5410411,Plantae,Tracheophyta,Asterales,Magnoliopsida,Campanula,Campanulaceae,Campanula portenschlagiana,SPECIES,5410411: Campanula portenschlagiana Roem. & Schult.
"Cernuella neglecta (Draparnaud, 1805)",29,0.04108419292269867,4565061,Animalia,Mollusca,Stylommatophora,Gastropoda,Cernuella,Geomitridae,Cernuella neglecta,SPECIES,"4565061: Cernuella neglecta (Draparnaud, 1805)"
"Chen caerulescens (Linnaeus, 1758)",29,0.03768081539610983,2498165,Animalia,Chordata,Anseriformes,Aves,Chen,Anatidae,Chen caerulescens,SPECIES,"2498167: Anser caerulescens (Linnaeus, 1758) | 8191839: Anser caerulescens caerulescens"
"Syrmaticus reevesii (J.E.Gray, 1829)",29,0.02919706731318094,2473477,Animalia,Chordata,Galliformes,Aves,Syrmaticus,Phasianidae,Syrmaticus reevesii,SPECIES,"2473477: Syrmaticus reevesii (J.E.Gray, 1829)"
Alnus cordata (Loisel.) Duby,29,0.0267187974008259,2876607,Plantae,Tracheophyta,Fagales,Magnoliopsida,Alnus,Betulaceae,Alnus cordata,SPECIES,2876607: Alnus cordata (Loisel.) Duby
Setaria italica P.Beauv.,29,0.02535063280939026,5289698,Plantae,Tracheophyta,Poales,Liliopsida,Setaria,Poaceae,Setaria italica,SPECIES,5289698: Setaria italica P.Beauv. | 5674099: Setaria germanica (Mill.) P.Beauv. | 5678602: Setaria italica var. germanica (Mill.) Griseb.
Pachysandra terminalis Siebold & Zucc.,29,0.016849047020414707,2984676,Plantae,Tracheophyta,Buxales,Magnoliopsida,Pachysandra,Buxaceae,Pachysandra terminalis,SPECIES,2984676: Pachysandra terminalis Siebold & Zucc.
Salix pentandra L.,29,0.01605961481403996,5372647,Plantae,Tracheophyta,Malpighiales,Magnoliopsida,Salix,Salicaceae,Salix pentandra,SPECIES,5372647: Salix pentandra L.
"Neogobius melanostomus (Pallas, 1814)",28,0.03375343122480258,2379089,Animalia,Chordata,Perciformes,Actinopterygii,Neogobius,Gobiidae,Neogobius melanostomus,SPECIES,"2379089: Neogobius melanostomus (Pallas, 1814)"
Cotoneaster dielsianus E.Pritz.,28,0.030632150985423535,3025896,Plantae,Tracheophyta,Rosales,Magnoliopsida,Cotoneaster,Rosaceae,Cotoneaster dielsianus,SPECIES,3025896: Cotoneaster dielsianus E.Pritz.
"Gammarus tigrinus Sexton, 1939",28,0.029909142926199152,2219863,Animalia,Arthropoda,Amphipoda,Malacostraca,Gammarus,Gammaridae,Gammarus tigrinus,SPECIES,"2219863: Gammarus tigrinus Sexton, 1939"
Colutea arborescens L.,28,0.02738022257206755,7844167,Plantae,Tracheophyta,Fabales,Magnoliopsida,Colutea,Fabaceae,Colutea arborescens,SPECIES,7844167: Colutea arborescens L.
Chaenomeles japonica (Thunb.) Lindl. ex Spach,28,0.023741910267302112,3000610,Plantae,Tracheophyta,Rosales,Magnoliopsida,Chaenomeles,Rosaceae,Chaenomeles japonica,SPECIES,3000610: Chaenomeles japonica (Thunb.) Lindl. ex Spach
Cosmos bipinnatus Cav.,28,0.02232999578906315,3098912,Plantae,Tracheophyta,Asterales,Magnoliopsida,Cosmos,Asteraceae,Cosmos bipinnatus,SPECIES,3098912: Cosmos bipinnatus Cav.
Telekia speciosa Baumg.,28,0.02229435578313727,5389173,Plantae,Tracheophyta,Asterales,Magnoliopsida,Telekia,Asteraceae,Telekia speciosa,SPECIES,5389173: Telekia speciosa Baumg.
Tropaeolum majus L.,28,0.020153991862796424,2889934,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Tropaeolum,Tropaeolaceae,Tropaeolum majus,SPECIES,2889934: Tropaeolum majus L.
Amaranthus bouchonii Thell.,28,0.01627104010514846,5384361,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Amaranthus,Amaranthaceae,Amaranthus bouchonii,SPECIES,5384361: Amaranthus bouchonii Thell. | 7482462: Amaranthus hybridus subsp. bouchonii (Thell.) Bolas & Vigo
Bunias orientalis L.,27,0.04186945348318193,3050364,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Bunias,Brassicaceae,Bunias orientalis,SPECIES,3050364: Bunias orientalis L.
Apera interrupta (L.) P.Beauv.,27,0.02743863910937955,5289643,Plantae,Tracheophyta,Poales,Liliopsida,Apera,Poaceae,Apera interrupta,SPECIES,5289643: Apera interrupta (L.) P.Beauv.
"Muntiacus reevesi (Ogilby, 1839)",27,0.026068885005880234,2440946,Animalia,Chordata,Artiodactyla,Mammalia,Muntiacus,Cervidae,Muntiacus reevesi,SPECIES,"2440946: Muntiacus reevesi (Ogilby, 1839)"
Rudbeckia hirta L.,27,0.024254397595761274,3114225,Plantae,Tracheophyta,Asterales,Magnoliopsida,Rudbeckia,Asteraceae,Rudbeckia hirta,SPECIES,3114225: Rudbeckia hirta L.
"Carassius auratus (Linnaeus, 1758)",27,0.020264446405682396,4286942,Animalia,Chordata,Cypriniformes,Actinopterygii,Carassius,Cyprinidae,Carassius auratus,SPECIES,"4286942: Carassius auratus (Linnaeus, 1758)"
Anemone blanda Schott & Kotschy,27,0.020095126438352835,3033242,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Anemone,Ranunculaceae,Anemone blanda,SPECIES,3033242: Anemone blanda Schott & Kotschy | 3922048: Anemonoides blanda (Schott & Kotschy) J.Holub
Rumex patientia L.,27,0.017825017737083025,2889019,Plantae,Tracheophyta,Caryophyllales,Magnoliopsida,Rumex,Polygonaceae,Rumex patientia,SPECIES,2889019: Rumex patientia L.
Lobelia erinus L.,27,0.011901292239976003,5408087,Plantae,Tracheophyta,Asterales,Magnoliopsida,Lobelia,Campanulaceae,Lobelia erinus,SPECIES,5408087: Lobelia erinus L.
"Umbra pygmaea (DeKay, 1842)",26,0.033094599605337865,5203111,Animalia,Chordata,Esociformes,Actinopterygii,Umbra,Umbridae,Umbra pygmaea,SPECIES,"5203111: Umbra pygmaea (DeKay, 1842)"
"Girardia tigrina (Girard, 1850)",26,0.02342347409558994,5892120,Animalia,Platyhelminthes,Tricladida,,Girardia,Dugesiidae,Girardia tigrina,SPECIES,"2502879: Dugesia tigrina (Girard, 1850) | 5892120: Girardia tigrina (Girard, 1850)"
Hyacinthoides massartiana Geerinck,26,0.02318264385004854,5304294,Plantae,Tracheophyta,Asparagales,Liliopsida,Hyacinthoides,Asparagaceae,Hyacinthoides massartiana,SPECIES,5304294: Hyacinthoides massartiana Geerinck
Crocus tommasinianus Herb.,26,0.022744643239794412,2747564,Plantae,Tracheophyta,Asparagales,Liliopsida,Crocus,Iridaceae,Crocus tommasinianus,SPECIES,2747564: Crocus tommasinianus Herb.
Spiraea alba Du Roi,26,0.020458889833428372,3026585,Plantae,Tracheophyta,Rosales,Magnoliopsida,Spiraea,Rosaceae,Spiraea alba,SPECIES,3026585: Spiraea alba Du Roi
Taxodium distichum Rich.,26,0.013833291465753326,2684191,Plantae,Tracheophyta,Pinales,Pinopsida,Taxodium,Cupressaceae,Taxodium distichum,SPECIES,2684191: Taxodium distichum Rich.
"Ectopsocus petersi Smithers, 1978",26,0.013245770426400958,1031394,Animalia,Arthropoda,Psocodea,Insecta,Ectopsocus,Ectopsocidae,Ectopsocus petersi,SPECIES,"1031394: Ectopsocus petersi Smithers, 1978"
"Lophodytes cucullatus (Linnaeus, 1758)",25,0.03518357290116952,2498408,Animalia,Chordata,Anseriformes,Aves,Lophodytes,Anatidae,Lophodytes cucullatus,SPECIES,"2498408: Lophodytes cucullatus (Linnaeus, 1758)"
Goodyera repens R.Br.,25,0.028417185219491284,2840931,Plantae,Tracheophyta,Asparagales,Liliopsida,Goodyera,Orchidaceae,Goodyera repens,SPECIES,2840931: Goodyera repens R.Br.
Brassica oleracea L.,25,0.024959408552954934,3042845,Plantae,Tracheophyta,Brassicales,Magnoliopsida,Brassica,Brassicaceae,Brassica oleracea,SPECIES,3042845: Brassica oleracea L. | 3042853: Brassica oleracea subsp. caulorapa (DC.) Metzg. | 6306650: Brassica oleracea subsp. oleracea | 6306651: Brassica oleracea subsp. capitata (L.) Metzg.
Ficus carica L.,25,0.022627715828297142,5361909,Plantae,Tracheophyta,Rosales,Magnoliopsida,Ficus,Moraceae,Ficus carica,SPECIES,5361909: Ficus carica L.
Trifolium resupinatum L.,25,0.02237411789963956,5359175,Plantae,Tracheophyta,Fabales,Magnoliopsida,Trifolium,Fabaceae,Trifolium resupinatum,SPECIES,5359175: Trifolium resupinatum L. | 5359177: Trifolium resupinatum var. majus Boiss.
Sempervivum tectorum L.,25,0.022361504568288892,2985949,Plantae,Tracheophyta,Saxifragales,Magnoliopsida,Sempervivum,Crassulaceae,Sempervivum tectorum,SPECIES,2985949: Sempervivum tectorum L.
Paulownia tomentosa Steud.,25,0.020462405975497602,3170823,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Paulownia,Paulowniaceae,Paulownia tomentosa,SPECIES,3170823: Paulownia tomentosa Steud.
Berberis thunbergii DC.,25,0.01967911611825761,3033896,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Berberis,Berberidaceae,Berberis thunbergii,SPECIES,3033896: Berberis thunbergii DC.
Bromus inermis Leyss.,25,0.019484285799806187,2703670,Plantae,Tracheophyta,Poales,Liliopsida,Bromus,Poaceae,Bromus inermis,SPECIES,2703670: Bromus inermis Leyss. | 4112404: Bromopsis inermis (Leyss.) Holub | 6084941: Bromopsis inermis subsp. inermis
Vicia lutea L.,25,0.018658942531723514,2974753,Plantae,Tracheophyta,Fabales,Magnoliopsida,Vicia,Fabaceae,Vicia lutea,SPECIES,2974753: Vicia lutea L.
Stachys byzantina K.Koch,25,0.015151915453329171,2927230,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Stachys,Lamiaceae,Stachys byzantina,SPECIES,2927230: Stachys byzantina K.Koch
Panicum capillare L.,25,0.012788946015685568,2705162,Plantae,Tracheophyta,Poales,Liliopsida,Panicum,Poaceae,Panicum capillare,SPECIES,2705162: Panicum capillare L. | 6313647: Panicum capillare subsp. barbipulvinatum (Nash ex Rydb.) Tzvelev | 6449040: Panicum capillare subsp. capillare
Consolida ajacis (L.) Schur,25,0.011932371014656424,3033830,Plantae,Tracheophyta,Ranunculales,Magnoliopsida,Consolida,Ranunculaceae,Consolida ajacis,SPECIES,3033830: Consolida ajacis (L.) Schur | 3033833: Delphinium ajacis L.
Lycium barbarum L.,24,0.04141238638571903,2928835,Plantae,Tracheophyta,Solanales,Magnoliopsida,Lycium,Solanaceae,Lycium barbarum,SPECIES,2928835: Lycium barbarum L. | 2928837: Lycium vulgare Dun.
Fragaria ananassa (Weston) Duchesne ex Rozier,24,0.029542871052937483,3029912,Plantae,Tracheophyta,Rosales,Magnoliopsida,Fragaria,Rosaceae,Fragaria ananassa,SPECIES,3029912: Fragaria ananassa (Weston) Duchesne ex Rozier
"Dikerogammarus villosus (Sowinsky, 1894)",24,0.02543871810079109,4315705,Animalia,Arthropoda,Amphipoda,Malacostraca,Dikerogammarus,Gammaridae,Dikerogammarus villosus,SPECIES,"4315705: Dikerogammarus villosus (Sowinsky, 1894)"
Crocus vernus (L.) Hill,24,0.022295820954378123,2747567,Plantae,Tracheophyta,Asparagales,Liliopsida,Crocus,Iridaceae,Crocus vernus,SPECIES,2747567: Crocus vernus (L.) Hill
Liriodendron tulipifera L.,24,0.016503760128479567,3152861,Plantae,Tracheophyta,Magnoliales,Magnoliopsida,Liriodendron,Magnoliaceae,Liriodendron tulipifera,SPECIES,3152861: Liriodendron tulipifera L.
Linaria purpurea Mill.,24,0.015835536984571335,5415012,Plantae,Tracheophyta,Lamiales,Magnoliopsida,Linaria,Plantaginaceae,Linaria purpurea,SPECIES,5415012: Linaria purpurea Mill.
