key	nubKey	canonicalName	first_observed	last_observed	class	kingdom
152545886	3190845	Drosera linearis	2006	2006	Magnoliopsida	Plantae
152543102	3202936	Aphanomyces astaci	2018	2018	Peronosporea	Chromista
152543176	3376286	Puccinia pazschkei	1895	1895	Pucciniomycetes	Fungi
152543179	3376976	Puccinia grisea			Pucciniomycetes	Fungi
152544567	3637507	Scandix balansae	1997	1997	Magnoliopsida	Plantae
152544622	3638793	Bupleurum fruticosum	1975	1975	Magnoliopsida	Plantae
152544552	3641853	Daucus durieua	1938	1938	Magnoliopsida	Plantae
152543500	3665966	Epilobium floridulum	1965	1965	Magnoliopsida	Plantae
152543458	3667406	Oenothera curtiflora	1958	1958	Magnoliopsida	Plantae
152543463	3667628	Oenothera nuda	1933	2007	Magnoliopsida	Plantae
152543462	3667721	Oenothera wratislaviensis	2004	2007	Magnoliopsida	Plantae
152545585	3685073	Ligustrum vicaryi	2011	2016	Magnoliopsida	Plantae
152546424	3711846	Hypericum hidcoteense	2015	2016	Magnoliopsida	Plantae
152545609	3725805	Hebenstretia integrifolia	1862	1962	Magnoliopsida	Plantae
152545664	3729273	Asarina procumbens	2008	2018	Magnoliopsida	Plantae
152545678	3732995	Veronica ceratocarpa	1854	1874	Magnoliopsida	Plantae
152545660	3738796	Misopates calycinum	1915	1915	Magnoliopsida	Plantae
152545622	3741432	Verbascum banaticum	1908	1908	Magnoliopsida	Plantae
152544692	3753098	Saxifraga cymbalaria	1977	1977	Magnoliopsida	Plantae
152544691	3754353	Saxifraga urbium	1908	2014	Magnoliopsida	Plantae
152545982	3756650	Chenopodium reynieri	2015	2017	Magnoliopsida	Plantae
152545981	3757189	Chenopodium auricomiforme	1911	1911	Magnoliopsida	Plantae
159749099	3757457	Chenopodium polygonoides	1951	1951	Magnoliopsida	Plantae
152545963	3760099	Atriplex sagittata	1853	1983	Magnoliopsida	Plantae
152544961	3798835	Nicotiana velutina	1912	1912	Magnoliopsida	Plantae
152545284	3827967	Monsonia brevirostrata	1908	1948	Magnoliopsida	Plantae
152545296	3827980	Erodium crinitum	1889	2001	Magnoliopsida	Plantae
152545283	3828021	Monsonia angustifolia	1893	1893	Magnoliopsida	Plantae
152545295	3828217	Erodium chium	1948	1948	Magnoliopsida	Plantae
152544759	3875113	Ceanothus delilianus	1992	1992	Magnoliopsida	Plantae
152545752	3885185	Stachys atherocalyx	1922	1922	Magnoliopsida	Plantae
152545731	3889083	Perovskia abrotanoides	2010	2010	Magnoliopsida	Plantae
152545736	3895710	Teucrium lucidrys	2011	2012	Magnoliopsida	Plantae
152545743	3905970	Marrubium peregrinum	1835	1912	Magnoliopsida	Plantae
152546341	3922888	Anemone sylvestris	1813	1947	Magnoliopsida	Plantae
152546234	3937506	Corynabutilon suntense	2006	2006	Magnoliopsida	Plantae
152546371	3981814	Berberis wilsoniae	2012	2012	Magnoliopsida	Plantae
152546373	3981817	Berberis interposita	2017	2017	Magnoliopsida	Plantae
152543401	3989886	Lythrum acutangulum	1874	1989	Magnoliopsida	Plantae
152545821	4007682	Lysimachia linum-stellatum	1858	1858	Magnoliopsida	Plantae
152546659	4013762	Narcissus cyclazetta	2011	2018	Liliopsida	Plantae
152546013	4021920	Portulaca cypria	1902	2013	Magnoliopsida	Plantae
152546031	4022175	Calandrinia compressa	1900	1900	Magnoliopsida	Plantae
152546010	4022617	Portulaca nitida	1989	2013	Magnoliopsida	Plantae
152546009	4023424	Portulaca trituberculata	1865	2011	Magnoliopsida	Plantae
152546119	4033335	Bistorta affinis	2012	2012	Magnoliopsida	Plantae
152546143	4036957	Rumex pulcher pulcher	1903	2002	Magnoliopsida	Plantae
152544749	4048052	Hippophae rhamnoides caucasica	2010	2018	Magnoliopsida	Plantae
152545529	4064572	Cynoglossum clandestinum	1948	1948	Magnoliopsida	Plantae
152545513	4067281	Symphytum hidcotense	2008	2018	Magnoliopsida	Plantae
152546297	4095186	Valeriana pyrenaica	1957	1957	Magnoliopsida	Plantae
152546305	4095244	Valerianella vesicaria	1850	1850	Magnoliopsida	Plantae
152546183	4097656	Alnus spaethii	2012	2014	Magnoliopsida	Plantae
152546943	4104718	Austrostipa verticillata	1953	1963	Liliopsida	Plantae
152546944	4104890	Austrostipa scabra falcata	1896	1896	Liliopsida	Plantae
152546945	4105208	Austrostipa nitida	1902	1902	Liliopsida	Plantae
152547162	4105652	Amphibromus recurvatus	1904	1904	Liliopsida	Plantae
152547160	4107552	Alopecurus magellanicus	1912	1912	Liliopsida	Plantae
152547158	4108297	Oxychloris scariosa	1921	1921	Liliopsida	Plantae
152546968	4110879	Poa sieberiana	1947	1947	Liliopsida	Plantae
152547062	4111606	Eragrostis rotifer	1950	1950	Liliopsida	Plantae
152547095	4113402	Panicum decompositum	1905	1905	Liliopsida	Plantae
152547063	4113766	Eragrostis dielsii	1904	1947	Liliopsida	Plantae
152547093	4116709	Panicum laevinode	1904	1947	Liliopsida	Plantae
152547061	4117648	Eragrostis bicolor	1911	1911	Liliopsida	Plantae
152546993	4118753	Echinochloa jubata	1908	1908	Liliopsida	Plantae
152546992	4118773	Echinochloa inundata	1995	2014	Liliopsida	Plantae
152546936	4121201	Rytidosperma thomsonii	1911	1911	Liliopsida	Plantae
152546950	4122609	Bromus pectinatus	1881	1909	Liliopsida	Plantae
152547104	4123970	Festuca gautieri	1991	1991	Liliopsida	Plantae
159747740	4124350	Eleusine africana	1887	2018	Liliopsida	Plantae
152546938	4125110	Harpachne schimperi	1947	1947	Liliopsida	Plantae
152546940	4125808	Thinopyrum elongatum	1823	1959	Liliopsida	Plantae
152546919	4125930	Agropogon lutosus	2015	2015	Liliopsida	Plantae
152547113	4126800	Aristida hordeacea	1884	1884	Liliopsida	Plantae
152546921	4127831	Stipa pennata	1824	1892	Liliopsida	Plantae
152547114	4128792	Aristida congesta	1947	1950	Liliopsida	Plantae
152546923	4130246	Stipagrostis pungens	1947	1947	Liliopsida	Plantae
152546930	4131963	Digitaria acuminatissima	1947	1947	Liliopsida	Plantae
159747527	4134265	Anthosachne scabra	1895	1921	Liliopsida	Plantae
152547000	4134508	Eriochloa crebra	1895	1947	Liliopsida	Plantae
152546999	4134633	Eriochloa australiensis	1911	1911	Liliopsida	Plantae
152546906	4136060	Lachnagrostis billardierei	1911	1911	Liliopsida	Plantae
152546935	4136338	Rytidosperma gracile	1911	1912	Liliopsida	Plantae
152546909	4136390	Aeluropus littoralis	1853	1853	Liliopsida	Plantae
152546981	4136695	Bothriochloa macra	1911	1947	Liliopsida	Plantae
152546915	4138123	Eremopoa persica	1957	1957	Liliopsida	Plantae
152546913	4138669	Pholiurus pannonicus	1950	1950	Liliopsida	Plantae
152547137	4139625	Phleum hirsutum	1835	1835	Liliopsida	Plantae
152547138	4139894	Phleum echinatum	1923	1949	Liliopsida	Plantae
152546896	4142153	Desmazeria sicula	1889	1917	Liliopsida	Plantae
152547055	4142399	Eragrostis procumbens	1921	1947	Liliopsida	Plantae
152547054	4142741	Eragrostis planiculmis	1947	1947	Liliopsida	Plantae
152547053	4143386	Eragrostis papposa	1955	1955	Liliopsida	Plantae
152547059	4143702	Eragrostis obtusa	1911	1911	Liliopsida	Plantae
152547058	4143852	Eragrostis nigra	1913	1913	Liliopsida	Plantae
152547057	4143912	Eragrostis neesii	1895	1895	Liliopsida	Plantae
152547056	4145354	Eragrostis leptocarpa	1904	1947	Liliopsida	Plantae
152546898	4146512	Puccinellia stricta	1901	1911	Liliopsida	Plantae
152547147	4148661	Hordeum flexuosum	1886	1948	Liliopsida	Plantae
152547148	4148721	Hordeum euclaston	1906	1907	Liliopsida	Plantae
152547149	4149167	Hordeum comosum	1891	1902	Liliopsida	Plantae
152547060	4150636	Eragrostis alveiformis	1924	1948	Liliopsida	Plantae
152547084	4151306	Sporobolus caroli	1911	1947	Liliopsida	Plantae
152546900	4152037	Helictotrichon sempervirens	1981	1981	Liliopsida	Plantae
152546978	4152153	Enneapogon scaber	1912	1912	Liliopsida	Plantae
152547083	4152259	Sporobolus africanus	1911	2005	Liliopsida	Plantae
159747653	4154259	Paspalum saurae	2014	2014	Liliopsida	Plantae
152547043	4154800	Avena brevis	1885	1909	Liliopsida	Plantae
152544378	4206362	Onopordum beckianum	2017	2017	Magnoliopsida	Plantae
152544198	4210773	Carduus vivariensis	1897	1965	Magnoliopsida	Plantae
152544050	4217250	Erigeron flahaultianus	2002	2002	Magnoliopsida	Plantae
152543838	4227439	Cicerbita macrophylla uralensis	1948	2018	Magnoliopsida	Plantae
152543845	4243464	Hieracium speciosum	1850	1850	Magnoliopsida	Plantae
152543957	4250826	Centaurea nemenyiana	1840	1840	Magnoliopsida	Plantae
152544178	4255472	Rudbeckia amplexicaulis	1950	1950	Magnoliopsida	Plantae
152546991	4270675	Echinochloa muricata muricata	2000	2000	Liliopsida	Plantae
152543417	4285694	Oreochromis niloticus	1990	2018	Actinopterygii	Animalia
152543692	4307880	Potamothrix heuscheri	2018	2018	Clitellata	Animalia
152543560	4363583	Rapana venosa			Gastropoda	Animalia
152544578	4400961	Badonnelia titei	2018	2018	Insecta	Animalia
152543671	4410150	Monopylephorus limosus	2002	2016	Clitellata	Animalia
152544541	4453195	Carpophilus obsoletus	2018	2018	Insecta	Animalia
156873354	4467502	Otiorhynchus indefinitus	2013	2018	Insecta	Animalia
152544272	4487282	Fulvius anthocoroides	2008	2018	Insecta	Animalia
152544059	4553469	Leiobunum	2009	2018	Arachnida	Animalia
152543814	4556286	Meloidogyne artiellia	2011	2018	Secernentea	Animalia
152543600	4562566	Aegopinella nitens			Gastropoda	Animalia
152543646	4564944	Xerosecta cespitum	1965	2018	Gastropoda	Animalia
157092276	4598225	Tandonia budapestensis	1941	1941	Gastropoda	Animalia
152543639	4598226	Tandonia sowerbyi	1981	2018	Gastropoda	Animalia
152544017	4805564	Amphibalanus amphitrite	1952	2016	Maxillopoda	Animalia
159748086	4805565	Amphibalanus variegatus	1997	1997	Maxillopoda	Animalia
152543686	4812260	Branchiodrilus hortensis	2010	2016	Clitellata	Animalia
152545590	4926977	Catalpa erubescens	2007	2018	Magnoliopsida	Plantae
152544715	4927972	Phedimus ellacombianus	1990	2016	Magnoliopsida	Plantae
152545725	4930999	Amethystea caerulea	1959	1959	Magnoliopsida	Plantae
152546902	4932431	Crithopsis delileana	1994	1994	Liliopsida	Plantae
152545292	4934102	Erodium salzmannii	1949	1949	Magnoliopsida	Plantae
152546370	4938153	Berberis hybridogagnepainii	2011	2011	Magnoliopsida	Plantae
152546232	4939668	Kitaibela vitifolia	1949	2016	Magnoliopsida	Plantae
159748463	4984851	Bugula neritina	1999	1999	Gymnolaemata	Animalia
159748450	4985433	Victorella pavida			Gymnolaemata	Animalia
152544582	4987920	Trichopsocus clarus	2018	2018	Insecta	Animalia
152544554	4989894	Hippodamia convergens	2018	2018	Insecta	Animalia
152544561	4990175	Rhyzobius lophanthae	1976	2018	Insecta	Animalia
152544023	5166489	Megabalanus coccopoma	1997	2016	Maxillopoda	Animalia
159747985	5166760	Ammothea hilgendorfi			Pycnogonida	Animalia
152544234	5168461	Erigone dentosa	2012	2012	Arachnida	Animalia
152544220	5170395	Phoneutria boliviensis	2015	2015	Arachnida	Animalia
159746857	5188774	Barentsia ramosa	1962	1962		Animalia
152543609	5190777	Deroceras panormitanum	1972	2018	Gastropoda	Animalia
152543620	5190912	Testacella haliotidea	1860	1860	Gastropoda	Animalia
152543426	5208832	Gobiosoma bosc	2018	2018	Actinopterygii	Animalia
154367400	5211250	Micropterus dolomieu	1873	2017	Actinopterygii	Animalia
152543377	5216933	Rhinella marina	2010	2018	Amphibia	Animalia
152543115	5250069	Thecaphora oxalidis	2014	2018	Ustilaginomycetes	Fungi
152543121	5250090	Urocystis trollii	1894	2018	Ustilaginomycetes	Fungi
152547198	5274964	Polypodium hesperium	1980	1980	Polypodiopsida	Plantae
152547203	5275398	Pteris vittata	2015	2015	Polypodiopsida	Plantae
152546512	5285053	Pinus ponderosa	2006	2006	Pinopsida	Plantae
152546737	5289490	Typha provincialis	2012	2018	Liliopsida	Plantae
152546884	5289597	Vulpia octoflora	1889	1889	Liliopsida	Plantae
152546873	5289623	Chloris pectinata	1887	1954	Liliopsida	Plantae
152546876	5289629	Chloris ventricosa	1911	1953	Liliopsida	Plantae
152546874	5289631	Chloris divaricata	1889	1964	Liliopsida	Plantae
152546828	5289751	Phalaris coerulescens	1950	1950	Liliopsida	Plantae
152546823	5289753	Phalaris angusta	1889	2009	Liliopsida	Plantae
152546811	5289762	Lamarckia aurea	1891	1920	Liliopsida	Plantae
152546814	5289763	Gastridium phleoides	1895	1920	Liliopsida	Plantae
152546806	5289791	Aegilops ventricosa	1835	1892	Liliopsida	Plantae
152546807	5289793	Aegilops triuncialis	1854	1946	Liliopsida	Plantae
152546803	5289814	Eustachys neglecta	1949	1949	Liliopsida	Plantae
152546804	5289819	Eustachys retusa	1950	1950	Liliopsida	Plantae
152546869	5289831	Nassella neesiana	1895	1915	Liliopsida	Plantae
152546867	5289836	Nassella formicarum	1884	1915	Liliopsida	Plantae
152546861	5289911	Polypogon elongatus	1883	1921	Liliopsida	Plantae
152546860	5289912	Polypogon fugax	1906	1912	Liliopsida	Plantae
152546929	5289929	Digitaria abyssinica	2012	2012	Liliopsida	Plantae
152546928	5289957	Digitaria brownii	1911	1921	Liliopsida	Plantae
152546848	5290129	Tragus berteronianus	1947	1948	Liliopsida	Plantae
152546603	5295375	Smilax rotundifolia	1990	2018	Liliopsida	Plantae
152546663	5296015	Sisyrinchium angustifolium	1996	2018	Liliopsida	Plantae
152546672	5298908	Iris graminea	1850	1850	Liliopsida	Plantae
152546632	5314814	Serapias lingua	2007	2007	Liliopsida	Plantae
152546189	5331404	Echinocystis lobata			Magnoliopsida	Plantae
152546176	5332004	Betula nana	2003	2003	Magnoliopsida	Plantae
152546111	5334386	Polygonum achoreum	1918	1999	Magnoliopsida	Plantae
152546112	5334439	Polygonum patulum	1915	1915	Magnoliopsida	Plantae
152545253	5336632	Crucianella angustifolia	1837	1837	Magnoliopsida	Plantae
152545790	5341154	Glandularia hybrida	1888	2015	Magnoliopsida	Plantae
152545717	5341498	Nepeta grandiflora	1903	1951	Magnoliopsida	Plantae
152544954	5341768	Physalis cinerascens	1948	1948	Magnoliopsida	Plantae
152545138	5342618	Astragalus onobrychis	1893	1934	Magnoliopsida	Plantae
152545137	5342681	Astragalus hamosus	2001	2001	Magnoliopsida	Plantae
152545134	5344424	Astragalus cymbicarpos	1906	1906	Magnoliopsida	Plantae
152545133	5344663	Astragalus boeticus	1906	1906	Magnoliopsida	Plantae
152545132	5345210	Astragalus stella	1892	1892	Magnoliopsida	Plantae
152545131	5345430	Astragalus oxyglottis	1955	1955	Magnoliopsida	Plantae
152545085	5349989	Securigera securidaca	1909	1909	Magnoliopsida	Plantae
152545098	5350015	Lens nigricans	1913	1913	Magnoliopsida	Plantae
152545105	5352372	Anthyllis vulneraria polyphylla	1864	2017	Magnoliopsida	Plantae
152545115	5353770	Arachis hypogaea	1950	2015	Magnoliopsida	Plantae
152545111	5354676	Cytisus decumbens	1858	1858	Magnoliopsida	Plantae
152545029	5356407	Lathyrus clymenum	1891	1913	Magnoliopsida	Plantae
152545028	5356429	Lathyrus angulatus	1850	1850	Magnoliopsida	Plantae
152545030	5356441	Lathyrus ochrus	1913	1952	Magnoliopsida	Plantae
152545136	5356481	Lathyrus cicera	1867	1956	Magnoliopsida	Plantae
152545033	5356614	Lathyrus inconspicuus	1894	1946	Magnoliopsida	Plantae
152545035	5356680	Lathyrus sphaericus	1856	1927	Magnoliopsida	Plantae
152545047	5356862	Lotus tetragonolobus	1854	1954	Magnoliopsida	Plantae
152545049	5356971	Lotus conimbricensis	1809	1850	Magnoliopsida	Plantae
152545083	5358301	Scorpiurus vermiculatus	1957	1957	Magnoliopsida	Plantae
152545056	5359037	Trifolium stellatum	1977	1977	Magnoliopsida	Plantae
152545063	5359067	Trifolium pannonicum	2006	2006	Magnoliopsida	Plantae
152545061	5359109	Trifolium squarrosum	1990	1995	Magnoliopsida	Plantae
152545060	5359118	Trifolium retusum	1835	1937	Magnoliopsida	Plantae
152545070	5359263	Trifolium spumosum	1954	1955	Magnoliopsida	Plantae
152545078	5359445	Trifolium hirtum	1883	1971	Magnoliopsida	Plantae
152545081	5359526	Trifolium purpureum	1876	1877	Magnoliopsida	Plantae
159748501	5360112	Desmanthus illinoensis	1995	1998	Magnoliopsida	Plantae
152545127	5360415	Trigonella calliceras	1948	1948	Magnoliopsida	Plantae
152545128	5360417	Trigonella stellata	1911	1911	Magnoliopsida	Plantae
152545120	5360451	Trigonella esculenta	2003	2004	Magnoliopsida	Plantae
152545123	5360465	Trigonella arabica	1955	1955	Magnoliopsida	Plantae
152545126	5360523	Trigonella spinosa	1941	1941	Magnoliopsida	Plantae
152544797	5370043	Geum quellyon	2004	2016	Magnoliopsida	Plantae
152546328	5371700	Nigella sativa	1865	1999	Magnoliopsida	Plantae
152544757	5372457	Paliurus spina-christi	1874	1874	Magnoliopsida	Plantae
152546466	5372854	Salix nigra	1958	1958	Magnoliopsida	Plantae
152545333	5374933	Arabis planisiliqua	1855	1858	Magnoliopsida	Plantae
152545334	5375105	Arabis auriculata	1850	1850	Magnoliopsida	Plantae
152545372	5375285	Carrichtera annua	1940	1940	Magnoliopsida	Plantae
152545370	5375555	Erucastrum nasturtiifolium	1936	1936	Magnoliopsida	Plantae
152545353	5376481	Lepidium schinzii	1895	1895	Magnoliopsida	Plantae
152545363	5376494	Lepidium desertorum	1895	1895	Magnoliopsida	Plantae
152545362	5376530	Lepidium africanum	1904	1979	Magnoliopsida	Plantae
152545366	5376785	Lepidium fasciculatum	1889	1901	Magnoliopsida	Plantae
152545357	5376874	Lepidium hirtum	1850	1885	Magnoliopsida	Plantae
152545381	5377196	Iberis odorata	1954	1955	Magnoliopsida	Plantae
152545344	5377678	Erucaria hispanica	1901	1901	Magnoliopsida	Plantae
152546457	5381097	Phyllanthus tenellus	2003	2003	Magnoliopsida	Plantae
152545921	5383909	Bassia hyssopifolia	1861	1967	Magnoliopsida	Plantae
152545925	5383926	Beta trigyna	1859	1913	Magnoliopsida	Plantae
152545958	5384341	Amaranthus crispus	1884	1959	Magnoliopsida	Plantae
152545957	5384342	Amaranthus polygonoides	1959	1959	Magnoliopsida	Plantae
152545949	5384370	Amaranthus scleropoides	1959	1959	Magnoliopsida	Plantae
152546040	5384465	Gypsophila scorzonerifolia	1866	1956	Magnoliopsida	Plantae
152546052	5384832	Silene cserei	1908	1908	Magnoliopsida	Plantae
152543611	5386028	Cyanus triumfettii	1911	1911	Magnoliopsida	Plantae
152544421	5386764	Acmella oleracea	2008	2008	Magnoliopsida	Plantae
152543717	5388967	Solidago rugosa	1883	2005	Magnoliopsida	Plantae
152543698	5389402	Bidens bipinnata	1885	1915	Magnoliopsida	Plantae
152543728	5391292	Centipeda minima	1910	1911	Magnoliopsida	Plantae
152543689	5391882	Bidens subalternans	1903	2004	Magnoliopsida	Plantae
152543803	5393689	Asteriscus aquaticus	1911	1911	Magnoliopsida	Plantae
152543827	5400552	Ageratina altissima	1953	2011	Magnoliopsida	Plantae
152543776	5401239	Felicia tenella	1911	1911	Magnoliopsida	Plantae
152543779	5401508	Emilia fosbergii	1997	1997	Magnoliopsida	Plantae
152543788	5401877	Helenium autumnale	1948	1948	Magnoliopsida	Plantae
152543796	5402627	Iva annua	1994	2000	Magnoliopsida	Plantae
152543800	5402874	Eupatorium perfoliatum	2007	2008	Magnoliopsida	Plantae
152543772	5403742	Scolymus hispanicus	1907	1907	Magnoliopsida	Plantae
152543587	5408775	Lobelia sessilifolia	2004	2004	Magnoliopsida	Plantae
152545242	5414545	Periploca graeca	1918	1918	Magnoliopsida	Plantae
152545244	5414550	Vincetoxicum rossicum	1965	1965	Magnoliopsida	Plantae
152545655	5415014	Linaria angustissima	1835	1835	Magnoliopsida	Plantae
152545652	5415018	Linaria incarnata	1952	1952	Magnoliopsida	Plantae
152543422	5420978	Clarkia amoena	2012	2012	Magnoliopsida	Plantae
152543423	5420982	Clarkia pulchella	1902	1997	Magnoliopsida	Plantae
159746847	5421557	Coscinodiscus wailesii	1997	1997	Bacillariophyceae	Chromista
152543251	5533814	Ilex meserveae	2014	2017	Magnoliopsida	Plantae
152543418	5544928	Clarkia purpurea quadrivulnera	1894	1894	Magnoliopsida	Plantae
152543427	5545159	Ludwigia peploides montevidensis	1997	2018	Magnoliopsida	Plantae
152545946	5547989	Amaranthus clementii	1939	1949	Magnoliopsida	Plantae
152545945	5548011	Amaranthus capensis uncinatus	1890	1949	Magnoliopsida	Plantae
152545642	5559841	Cymbalaria muralis pubescens	1900	1900	Magnoliopsida	Plantae
152544677	5567657	Bergenia schmidtii	2007	2016	Magnoliopsida	Plantae
152545915	5568415	Dysphania cristata	1899	1972	Magnoliopsida	Plantae
152543557	5569367	Scaevola aemula	2014	2014	Magnoliopsida	Plantae
152546041	5585762	Gypsophila viscosa	1878	1965	Magnoliopsida	Plantae
152546281	5598839	Lonicera purpusii	2006	2006	Magnoliopsida	Plantae
152545704	5605751	Lycopus exaltatus	1855	1909	Magnoliopsida	Plantae
152545706	5608183	Lallemantia iberica	1954	1955	Magnoliopsida	Plantae
152545119	5632334	Trigonella hierosolymitana	1886	1901	Magnoliopsida	Plantae
152544931	5646410	Blumenbachia hieronymi	1974	1981	Magnoliopsida	Plantae
152545829	5659657	Gilia capitata mediomontana	1893	1898	Magnoliopsida	Plantae
152545494	5662089	Anchusa ochroleuca	1889	1953	Magnoliopsida	Plantae
152546866	5674110	Nassella filiculmis	1949	1949	Liliopsida	Plantae
152546832	5674218	Setaria dielsii	1947	1947	Liliopsida	Plantae
152546801	5674620	Echinaria capitata	1880	1940	Liliopsida	Plantae
152546796	5674888	Schmidtia kalahariensis	1961	1961	Liliopsida	Plantae
152546845	5674919	Tragus koelerioides	1887	1947	Liliopsida	Plantae
152546794	5676003	Fargesia spathacea	1988	1988	Liliopsida	Plantae
152546798	5677636	Cynodon convergens	1947	1947	Liliopsida	Plantae
152546883	5679109	Vulpia antucensis	1910	1910	Liliopsida	Plantae
152546790	5679692	Enteropogon acicularis	1953	1953	Liliopsida	Plantae
159747611	5679819	Spartina townsendii anglica	1936	1936	Liliopsida	Plantae
152546856	5679952	Polypogon chilensis	1906	1921	Liliopsida	Plantae
152544702	5690854	Crassula peduncularis	1894	1920	Magnoliopsida	Plantae
152543786	5704991	Helenium clementii	1972	1972	Magnoliopsida	Plantae
152544614	5831906	Bupleurum gerardi	1886	2010	Magnoliopsida	Plantae
154367584	5890148	Anguillicoloides crassus	1985	1985	Secernentea	Animalia
152543292	5914287	Melia azedarach	2006	2006	Magnoliopsida	Plantae
152544562	6026954	Scandix stellata	2013	2013	Magnoliopsida	Plantae
152544617	6026972	Bupleurum praealtum	1835	1892	Magnoliopsida	Plantae
152544549	6027313	Daucus glochidiatus	1892	1949	Magnoliopsida	Plantae
152545980	6035549	Chenopodium striatiforme	1862	1967	Magnoliopsida	Plantae
159747203	6101013	Chloris spinoides	2003	2003	Aves	Animalia
152544011	6128436	Amphibalanus reticulatus	1997	2016	Maxillopoda	Animalia
152543836	6304873	Cicerbita macrophylla macrophylla	1989	2018	Magnoliopsida	Plantae
152544565	6308164	Scandix australis grandiflora	1894	1894	Magnoliopsida	Plantae
152545235	6366597	Gentiana acaulis	1844	1911	Magnoliopsida	Plantae
152546347	6374790	Clematis integrifolia	1882	1966	Magnoliopsida	Plantae
152545693	6410563	Leonurus japonicus	1939	2000	Magnoliopsida	Plantae
152545486	6420901	Nemophila menziesii menziesii	1888	2016	Magnoliopsida	Plantae
152547112	6431764	Aristida longespica	1891	1891	Liliopsida	Plantae
152545962	6447496	Atriplex leptocarpa	1911	1951	Magnoliopsida	Plantae
152544015	6467647	Amphibalanus improvisus	1700	2016	Maxillopoda	Animalia
152543188	6476666	Caenoplana bicolor	2015	2017		Animalia
159747368	6559940	Helictochloa bromoides	1950	1950	Liliopsida	Plantae
152546942	6710856	Austrostipa scabra scabra	1897	1939	Liliopsida	Plantae
152544135	6718178	Cryptachaea blattea	2002	2017	Arachnida	Animalia
152543712	7009279	Laonome calida	2014	2016	Polychaeta	Animalia
152543660	7066596	Zinnia angustifolia angustifolia	1948	1950	Magnoliopsida	Plantae
159748460	7068263	Astragalus pelecinus pelecinus	1916	1916	Magnoliopsida	Plantae
152545727	7096205	Clinopodium nepeta nepeta	1885	2018	Magnoliopsida	Plantae
152544039	7222196	Achillea salicifolia salicifolia	1986	1986	Magnoliopsida	Plantae
152545828	7223680	Gilia capitata capitata	1921	2016	Magnoliopsida	Plantae
152543162	7239373	Uromyces veratri	1852	1852	Pucciniomycetes	Fungi
152546050	7267492	Silene nocturna nocturna	1997	1999	Magnoliopsida	Plantae
152546075	7267631	Dianthus giganteus giganteus	1993	2018	Magnoliopsida	Plantae
152545236	7270381	Gentiana asclepiadea	1961	1961	Magnoliopsida	Plantae
152544784	7272312	Filipendula camtschatica	1948	1948	Magnoliopsida	Plantae
152546109	7291824	Polygonum plebejum	1895	1912	Magnoliopsida	Plantae
152544751	7293094	Elaeagnus macrophylla	2013	2017	Magnoliopsida	Plantae
152545521	7294644	Nonea pulla	1932	1932	Magnoliopsida	Plantae
152545516	7294722	Cerinthe minor	1883	1957	Magnoliopsida	Plantae
152544771	7300922	Pilea hyalina	1980	1980	Magnoliopsida	Plantae
152545669	7303024	Plantago myosuros	1895	1948	Magnoliopsida	Plantae
152545740	7308043	Lamium garganicum garganicum	1906	1920	Magnoliopsida	Plantae
152546061	7314281	Paronychia brasiliana	1887	1949	Magnoliopsida	Plantae
152543452	7322393	Oenothera indecora	1895	1895	Magnoliopsida	Plantae
152543387	7323143	Aesculus indica	1997	1997	Magnoliopsida	Plantae
152545940	7323341	Amaranthus capensis capensis	1890	1911	Magnoliopsida	Plantae
152545907	7323632	Ptilotus spicatus	1947	1947	Magnoliopsida	Plantae
152545938	7323810	Amaranthus mitchellii	1892	1948	Magnoliopsida	Plantae
152545937	7323834	Amaranthus macrocarpus macrocarpus	1911	1949	Magnoliopsida	Plantae
159749052	7331548	Alonsoa linearis	2017	2017	Magnoliopsida	Plantae
152545687	7333212	Antirrhinum graniticum	1975	1975	Magnoliopsida	Plantae
152544703	7334263	Crassula decumbens	1904	1920	Magnoliopsida	Plantae
152544723	7334576	Sempervivum barbulatum	2009	2018	Magnoliopsida	Plantae
152544685	7339492	Rodgersia aesculifolia	2011	2011	Magnoliopsida	Plantae
159747187	7340811	Euplectes macroura	2010	2010	Aves	Animalia
152545620	7353862	Verbascum divaricatum	1954	1954	Magnoliopsida	Plantae
152546792	7361239	Triraphis mollis	1899	1947	Liliopsida	Plantae
152544929	7397079	Mentzelia albicaulis	1893	1893	Magnoliopsida	Plantae
152545896	7407436	Chenopodiastrum simplex	1882	1970	Magnoliopsida	Plantae
152546743	7421129	Cyperus longus badius	1816	1947	Liliopsida	Plantae
159746880	7425750	Stropholoma aurantiacum	2018	2018	Agaricomycetes	Fungi
152544270	7481364	Fulvius subnitens	2008	2018	Insecta	Animalia
152545633	7482178	Kickxia elatine crinita	1955	1971	Magnoliopsida	Plantae
152544408	7497356	Tagetes tenuifolia	1992	1992	Magnoliopsida	Plantae
152543618	7505045	Soliva anthemifolia	1893	1904	Magnoliopsida	Plantae
152546108	7510471	Polygonum argyrocoleum	1995	1995	Magnoliopsida	Plantae
152546934	7517279	Rytidosperma tenuius	1948	1948	Liliopsida	Plantae
152545485	7536406	Nemophila menziesii integrifolia	1895	1895	Magnoliopsida	Plantae
152543833	7547256	Sinelobus vanhaareni	2007	2016	Malacostraca	Animalia
152546780	7549853	Disakisperma dubium	1921	1921	Liliopsida	Plantae
